pair,action,official_index,id,gold,official_raw,official_parsed_v2,official_pred_official_evaluator,ours_raw,ours_parsed_v2,ours_runtime_error
small,C,405,1003,B,The correct answer is B.,B,B,The correct answer is B.,B,False
small,C,406,8-62,A,The correct answer is D.,D,D,The correct answer is D.,D,False
small,C,407,7-386,B,The correct answer is B.,B,B,The correct answer is B.,B,False
small,C,408,257,D,The correct answer is D.,D,D,The correct answer is D.,D,False
small,C,409,147,D,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,410,7-599,D,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,411,8-92,B,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,412,354,A,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,413,9-966,B,The correct answer is A. Majic,A,A,The correct answer is A. Majic,A,False
small,C,414,9-612,B,The correct answer is B.,B,B,The correct answer is B.,B,False
small,C,415,9-548,A,The correct answer is C. All of these.,C,C,The correct answer is C. All of these.,C,False
small,C,416,9-429,A,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,417,7-95,C,D. moisture always tries to rise,D,D,D. moisture always tries to rise,D,False
small,C,418,1560,A,The correct answer is B.,B,B,The correct answer is B.,B,False
small,C,419,9-461,C,The correct answer is B.,B,B,The correct answer is B.,B,False
small,C,420,9-490,C,The correct answer is D.,D,D,The correct answer is D.,D,False
small,C,421,9-301,C,The correct answer is C. Gas,C,C,The correct answer is C. Gas,C,False
small,C,422,60,C,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,423,9-894,C,The correct answer is B. any object.,B,B,The correct answer is B. any object.,B,False
small,C,424,9-895,A,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,425,9-281,A,The correct answer is A. The body of the pot is of high temperature.,A,A,The correct answer is A. The body of the pot is of high temperature.,A,False
small,C,426,202,C,The correct answer is C.,C,C,The correct answer is C.,C,False
small,C,427,1937,C,The correct answer is C. mechanical energy.,C,C,The correct answer is C. mechanical energy.,C,False
small,C,428,620,A,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,429,8-142,C,The correct answer is C. The class travels to the seaside.,C,C,The correct answer is C. The class travels to the seaside.,C,False
small,C,430,7-1138,A,The correct answer is A. Adding salt can help reduce ice buildup on a sidewalk.,A,A,The correct answer is A. Adding salt can help reduce ice buildup on a sidewalk.,A,False
small,C,431,8-471,B,The correct answer is A. Used motor oil.,A,A,The correct answer is A. Used motor oil.,A,False
small,C,432,9-433,B,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,433,1458,C,The correct answer is D.,D,D,The correct answer is D.,D,False
small,C,434,57,B,The correct answer is B.,B,B,The correct answer is B.,B,False
small,C,435,605,C,The correct answer is A. Kilowatts.,A,A,The correct answer is A. Kilowatts.,A,False
small,C,436,9-889,A,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,437,1890,A,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,438,9-618,A,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,439,9-523,A,The correct answer is B.,B,B,The correct answer is B.,B,False
small,C,440,1126,C,The correct answer is C. When boiling eggs on a stove top.,C,C,The correct answer is C. When boiling eggs on a stove top.,C,False
small,C,441,644,C,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,442,8-365,A,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,443,9-727,D,The correct answer is C. air.,C,C,The correct answer is C. air.,C,False
small,C,444,7-461,D,The correct answer is B.,B,B,The correct answer is B.,B,False
small,C,445,9-1071,B,The correct answer is B.,B,B,The correct answer is B.,B,False
small,C,446,1918,B,The correct answer is B.,B,B,The correct answer is B.,B,False
small,C,447,1038,D,The correct answer is B. minute,B,B,The correct answer is B. minute,B,False
small,C,448,9-197,D,The correct answer is B.,B,B,The correct answer is B.,B,False
small,C,449,1393,B,The correct answer is B.,B,B,The correct answer is B.,B,False
small,C,450,7-244,A,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,451,9-916,B,The correct answer is B.,B,B,The correct answer is B.,B,False
small,C,452,9-1046,A,The correct answer is D.,D,D,The correct answer is D.,D,False
small,C,453,167,A,The correct answer is A. Jupiter has more gravity force than Earth but less than the sun.,A,A,The correct answer is A. Jupiter has more gravity force than Earth but less than the sun.,A,False
small,C,454,9-566,B,The correct answer is B.,B,B,The correct answer is B.,B,False
small,C,455,8-28,D,The correct answer is B.,B,B,The correct answer is B.,B,False
small,C,456,7-179,B,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,457,389,B,The correct answer is B.,B,B,The correct answer is B.,B,False
small,C,458,1528,C,The correct answer is C.,C,C,The correct answer is C.,C,False
small,C,459,1457,D,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,460,1208,B,The correct answer is B.,B,B,The correct answer is B.,B,False
small,C,461,1170,C,The correct answer is C.,C,C,The correct answer is C.,C,False
small,C,462,8-409,C,The correct answer is B.,B,B,The correct answer is B.,B,False
small,C,463,8-307,A,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,464,1948,C,The correct answer is C. Require prey to survive,C,C,The correct answer is C. Require prey to survive,C,False
small,C,465,661,C,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,466,7-435,C,The correct answer is C.,C,C,The correct answer is C.,C,False
small,C,467,8-332,C,The correct answer is B.,B,B,The correct answer is B.,B,False
small,C,468,948,B,The correct answer is C.,C,C,The correct answer is C.,C,False
small,C,469,381,A,The correct answer is A. Seeds.,A,A,The correct answer is A. Seeds.,A,False
small,C,470,9-759,B,The correct answer is B.,B,B,The correct answer is B.,B,False
small,C,471,8-350,B,The correct answer is B. Soil with worms burrowing around is most ideal for plant root growth.,B,B,The correct answer is B. Soil with worms burrowing around is most ideal for plant root growth.,B,False
small,C,472,7-727,C,The correct answer is A. I am the water.,A,A,The correct answer is A. I am the water.,A,False
small,C,473,850,B,The correct answer is B.,B,B,The correct answer is B.,B,False
small,C,474,970,D,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,475,7-381,D,The correct answer is B.,B,B,The correct answer is B.,B,False
small,C,476,9-436,C,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,477,9-411,C,The correct answer is B. Nothing will happen.,B,B,The correct answer is B. Nothing will happen.,B,False
small,C,478,9-692,B,The correct answer is B.,B,B,The correct answer is B.,B,False
small,C,479,1334,A,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,480,9-1160,D,The correct answer is B. One rotation on mercury.,B,B,The correct answer is B. One rotation on mercury.,B,False
small,C,481,9-89,A,The correct answer is B.,B,B,The correct answer is B.,B,False
small,C,482,9-1034,D,The correct answer is C.,C,C,The correct answer is C.,C,False
small,C,483,8-293,B,The correct answer is B. Water vapor.,B,B,The correct answer is B. Water vapor.,B,False
small,C,484,9-652,C,The correct answer is C.,C,C,The correct answer is C.,C,False
small,C,485,1391,C,The correct answer is D. A Picture Book.,D,D,The correct answer is D. A Picture Book.,D,False
small,C,486,9-948,B,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,487,8-213,D,The correct answer is B. Water.,B,B,The correct answer is B. Water.,B,False
small,C,488,162,B,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,489,1359,B,The correct answer is B.,B,B,The correct answer is B.,B,False
small,C,490,9-743,A,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,491,9-645,A,The correct answer is B.,B,B,The correct answer is B.,B,False
small,C,492,8-250,C,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,493,283,C,The correct answer is B.,B,B,The correct answer is B.,B,False
small,C,494,8-183,A,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,495,9-284,A,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,496,7-1186,C,The correct answer is A.,A,A,The correct answer is A.,A,False
small,C,497,926,C,The correct answer is C.,C,C,The correct answer is C.,C,False
small,C,498,7-519,B,The correct answer is B. Tiny lifeforms in dirt.,B,B,The correct answer is B. Tiny lifeforms in dirt.,B,False
small,C,499,7-7,C,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,0,8-343,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,1,1129,A,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,2,880,C,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,3,7-999,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,4,8-464,C,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,R,5,9-794,C,C. carbon,C,C,C. carbon,C,False
medium,R,6,9-1163,C,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,7,9-322,B,The correct answer is B. human planet rotation,B,B,The correct answer is B. human planet rotation,B,False
medium,R,8,7-1140,D,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,9,7-903,B,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,10,7-511,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,11,9-937,B,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,12,8-201,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,13,1618,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,14,758,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,15,7-414,D,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,R,16,9-675,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,17,9-163,C,The correct answer is C. Bay of Bengal,C,C,The correct answer is C. Bay of Bengal,C,False
medium,R,18,1032,A,The correct answer is D. poison ivy,D,D,The correct answer is D. poison ivy,D,False
medium,R,19,889,B,The correct answer is D. pig,D,D,The correct answer is D. pig,D,False
medium,R,20,1160,A,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,R,21,9-298,A,The correct answer is A. gasoline,A,A,The correct answer is A. gasoline,A,False
medium,R,22,1189,A,A,A,A,A,A,False
medium,R,23,8-395,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,24,7-238,B,B. summon a brilliant wave of color,B,B,B. summon a brilliant wave of color,B,False
medium,R,25,7-372,B,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,26,8-35,D,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,27,9-271,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,28,9-409,D,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,29,530,B,The correct answer is C. air,C,C,The correct answer is C. air,C,False
medium,R,30,1426,C,C. shafts of sunlight,C,C,C. shafts of sunlight,C,False
medium,R,31,8-466,D,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,32,1577,B,The correct answer is B. robins,B,B,The correct answer is B. robins,B,False
medium,R,33,8-257,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,34,378,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,35,8-41,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,36,9-540,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,37,266,D,The correct answer is D. cornea,D,D,The correct answer is D. cornea,D,False
medium,R,38,1309,D,D. a microscope,D,D,D. a microscope,D,False
medium,R,39,7-1197,A,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,40,7-891,D,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,R,41,1180,D,B. Fertilization,B,B,B. Fertilization,B,False
medium,R,42,1204,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,43,7-52,D,D,D,D,D,D,False
medium,R,44,1759,A,The correct answer is A,A,A,The correct answer is A,A,False
medium,R,45,9-655,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,46,132,A,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,47,8-79,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,48,1835,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,49,9-149,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,50,695,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,51,8-179,D,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,52,7-50,A,A,A,A,A,A,False
medium,R,53,508,D,The correct answer is D. a spa trip,D,D,The correct answer is D. a spa trip,D,False
medium,R,54,1674,C,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,55,163,A,The correct answer is C. bus,C,C,The correct answer is C. bus,C,False
medium,R,56,7-49,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,57,8-393,D,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,R,58,788,B,The correct answer is B.,B,B,The correct answer is B.,B,False
